,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Change To Liabilities,433558000.0,-1618276000.0,-37755000.0,427206000.0,172000000.0,11000000.0,-68000000.0,341000000.0
Total Cashflows From Investing Activities,-1530943000.0,-845242000.0,-334473000.0,-636848000.0,-821000000.0,-828000000.0,-933000000.0,-837000000.0
Net Borrowings,-3621000.0,479028000.0,-4864000.0,-6135000.0,-759000000.0,-9000000.0,-9000000.0,-10000000.0
Total Cash From Financing Activities,-175268000.0,267497000.0,-231770000.0,-219484000.0,-988000000.0,-241000000.0,-850000000.0,-1414000000.0
Change To Operating Activities,-139864000.0,610593000.0,207452000.0,-270828000.0,-283000000.0,-141000000.0,-48000000.0,20000000.0
Issuance Of Stock,66000.0,8548000.0,7555000.0,7555000.0,9000000.0,9000000.0,10000000.0,10000000.0
Net Income,9813000.0,-909384000.0,-42467000.0,337466000.0,677000000.0,907000000.0,1095000000.0,1985000000.0
Change In Cash,878880000.0,-490351000.0,649055000.0,263372000.0,59000000.0,492000000.0,413000000.0,916000000.0
Repurchase Of Stock,-4655000.0,-402000.0,-9764000.0,-1309000.0,-10000000.0,-2000000.0,-21000000.0,-8000000.0
Effect Of Exchange Rate,173000.0,-680000.0,1745000.0,-1534000.0,-2000000.0,2000000.0,1000000.0,1000000.0
Total Cash From Operating Activities,2584918000.0,88074000.0,1213553000.0,1121238000.0,1870000000.0,1559000000.0,2196000000.0,3166000000.0
Depreciation,1000060000.0,706679000.0,823050000.0,2610780000.0,943000000.0,957000000.0,1009000000.0,1072000000.0
Other Cashflows From Investing Activities,132082000.0,-414236000.0,6091000.0,201329000.0,91000000.0,54000000.0,-45000000.0,100000000.0
Dividends Paid,-167058000.0,-217042000.0,-217142000.0,-219581000.0,-219000000.0,-239000000.0,-248826816.0,-224173184.0
Change To Inventory,102670000.0,-18095000.0,7439000.0,30633000.0,64000000.0,37000000.0,-6000000.0,-108000000.0
Change To Account Receivables,722163000.0,469294000.0,-260829000.0,-464105000.0,-308000000.0,-186000000.0,-145000000.0,-182000000.0
Change To Netincome,511123000.0,853745000.0,443181000.0,-1488423000.0,362000000.0,137000000.0,153000000.0,12000000.0
Capital Expenditures,-1688826000.0,-448573000.0,-486139000.0,-841162000.0,-917000000.0,-1023000000.0,-896000000.0,-1014000000.0
Other Cashflows From Financing Activities,-2635000.0,-2635000.0,-14000.0,-14000.0,,,,
