,2017-12-30,2018-12-29,2019-12-28,2020-12-26
Change To Liabilities,441000000.0,-23000000.0,-58000000.0,207000000.0
Total Cashflows From Investing Activities,1177000000.0,288000000.0,1511000000.0,-522000000.0
Net Borrowings,-1351000000.0,-152000000.0,-1828000000.0,-1197000000.0
Total Cash From Financing Activities,-4221000000.0,-3363000000.0,-3913000000.0,-3331000000.0
Change To Operating Activities,-940000000.0,491000000.0,-38000000.0,532000000.0
Net Income,10941000000.0,-10192000000.0,1935000000.0,356000000.0
Change In Cash,-2486000000.0,-633000000.0,1144000000.0,1138000000.0
Effect Of Exchange Rate,57000000.0,-132000000.0,-6000000.0,62000000.0
Total Cash From Operating Activities,501000000.0,2574000000.0,3552000000.0,4929000000.0
Depreciation,1031000000.0,983000000.0,994000000.0,969000000.0
Other Cashflows From Investing Activities,2371000000.0,1344000000.0,603000000.0,74000000.0
Dividends Paid,-2888000000.0,-3183000000.0,-1953000000.0,-1958000000.0
Change To Inventory,-236000000.0,-251000000.0,-277000000.0,-266000000.0
Change To Account Receivables,-2629000000.0,-2280000000.0,140000000.0,-26000000.0
Other Cashflows From Financing Activities,18000000.0,-28000000.0,-132000000.0,-176000000.0
Change To Netincome,-8107000000.0,13846000000.0,856000000.0,3157000000.0
Capital Expenditures,-1194000000.0,-826000000.0,-768000000.0,-596000000.0
